certification,country,duration,genres,ids,language,overview,rating,released,tagline,title,votes,watched_at,year
R,ca,88.0,"['horror', 'mystery', 'science-fiction']","{'trakt': 680, 'slug': 'videodrome-1983', 'imdb': 'tt0086541', 'tmdb': 837}",en,"As the president of a trashy TV channel, Max Renn is desperate for new programming to attract viewers. When he happens upon ""Videodrome,"" a TV show dedicated to gratuitous torture and punishment, Max sees a potential hit and broadcasts the show on his channel. However, after his girlfriend auditions for the show and never returns, Max investigates the truth behind Videodrome and discovers that the graphic violence may not be as fake as he thought.",7.15109,1983-02-04,First it controls your mind. Then it destroys your body.,Videodrome,1509.0,2020-01-29T20:25:55.000Z,1983.0
PG-13,us,108.0,['drama'],"{'trakt': 222432, 'slug': 'the-man-who-knew-infinity-2016', 'imdb': 'tt0787524', 'tmdb': 353326}",en,"Growing up poor in Madras, India, Srinivasa Ramanujan Iyengar earns admittance to Cambridge University during WWI, where he becomes a pioneer in mathematical theories with the guidance of his professor, G.H. Hardy.",7.76549,2016-04-29,What does it take to prove the impossible?,The Man Who Knew Infinity,3309.0,2020-01-28T20:15:01.000Z,2016.0
R,us,109.0,"['action', 'crime', 'drama', 'thriller']","{'trakt': 880, 'slug': 'street-kings-2008', 'imdb': 'tt0421073', 'tmdb': 1266}",en,"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.",6.92959,2008-04-10,Their city. Their rules. No prisoners.,Street Kings,1619.0,2020-01-27T19:33:27.000Z,2008.0
R,ca,97.0,"['horror', 'science-fiction', 'action', 'thriller']","{'trakt': 1317, 'slug': 'existenz-1999', 'imdb': 'tt0120907', 'tmdb': 1946}",en,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,7.15029,1999-04-19,Play it. Live it. Kill for it.,eXistenZ,2076.0,2020-01-27T16:17:47.000Z,1999.0
PG-13,us,143.0,"['adventure', 'drama']","{'trakt': 4149, 'slug': 'cast-away-2000', 'imdb': 'tt0162222', 'tmdb': 8358}",en,"Chuck, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia ditches at sea during a terrible storm. He's the only survivor, and he washes up on a tiny island with nothing but some flotsam and jetsam from the aircraft's cargo.",7.91456,2000-12-22,"At the edge of the world, his journey begins.",Cast Away,10815.0,2020-01-27T14:09:34.000Z,2000.0
R,us,116.0,"['horror', 'mystery']","{'trakt': 2483, 'slug': 'scream-3-2000', 'imdb': 'tt0134084', 'tmdb': 4234}",en,"A murdering spree begins to happen again, this time its targeted toward the original Woodsboro survivors and those associated with the movie inside a movie, 'Stab 3'. Sydney must face the demons of her past to stop the killer.",6.16134,2000-02-03,Someone has taken their love of trilogies one step too far.,Scream 3,2752.0,2020-01-27T11:42:34.000Z,2000.0
R,us,120.0,"['horror', 'mystery']","{'trakt': 2482, 'slug': 'scream-2-1997', 'imdb': 'tt0120082', 'tmdb': 4233}",en,"Two years after the terrifying events that occurred in Woodsboro, Sidney is now attending Windsor College in Cincinnati, and Gale Weathers' best selling book on Sidney's life has now been made into a major motion picture. When two college students are killed in a theatre while watching the new film 'Stab', Sidney knows deep down that history is repeating itself.",6.60534,1997-12-09,Someone has taken their love of sequels one step too far.,Scream 2,3332.0,2020-01-27T11:42:34.000Z,1997.0
R,us,112.0,"['crime', 'horror', 'mystery']","{'trakt': 2481, 'slug': 'scream-1996', 'imdb': 'tt0117571', 'tmdb': 4232}",en,"A killer known as Ghostface begins killing off teenagers, and as the body count begins rising, one girl and her friends find themselves contemplating the 'rules' of horror films as they find themselves living in a real-life one.",7.38912,1996-12-20,Someone has taken their love of scary movies one step too far.,Scream,6250.0,2020-01-27T11:42:34.000Z,1996.0
R,us,105.0,['horror'],"{'trakt': 14507, 'slug': 'halloween-ii-2009', 'imdb': 'tt1311067', 'tmdb': 24150}",en,"Laurie Strode struggles to come to terms with her brother Michael's deadly return to Haddonfield, Illinois. Meanwhile, Michael prepares for another reunion with his sister.",5.90696,2009-08-28,Family Is Forever,Halloween II,1150.0,2020-01-26T12:36:36.000Z,2009.0
R,us,109.0,['horror'],"{'trakt': 1431, 'slug': 'halloween-2007', 'imdb': 'tt0373883', 'tmdb': 2082}",en,"After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution (where he was committed as a 10 year old) and he immediately returns to Haddonfield, where he wants to find his baby sister, Laurie. Anyone who crosses his path is in mortal danger",6.76694,2007-08-31,Evil has a destiny.,Halloween,2184.0,2020-01-26T12:36:22.000Z,2007.0
PG-13,us,100.0,"['action', 'drama', 'crime', 'thriller']","{'trakt': 7608, 'slug': 'max-payne-2008', 'imdb': 'tt0467197', 'tmdb': 13051}",en,"A DEA agent whose family was slain as part of a conspiracy, and an assassin out to avenge her sister's death, join forces to solve a series of murders in New York City.",5.76501,2008-10-16,"When a man has lost everything, he only has revenge.",Max Payne,2698.0,2020-01-25T20:15:10.000Z,2008.0
PG,us,118.0,"['action', 'adventure']","{'trakt': 56, 'slug': 'indiana-jones-and-the-temple-of-doom-1984', 'imdb': 'tt0087469', 'tmdb': 87}",en,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",7.89436,1984-05-23,If adventure has a name... it must be Indiana Jones.,Indiana Jones and the Temple of Doom,11823.0,2020-01-20T22:16:07.000Z,1984.0
PG,us,90.0,"['adventure', 'animation', 'comedy', 'family', 'fantasy']","{'trakt': 651, 'slug': 'shrek-2001', 'imdb': 'tt0126029', 'tmdb': 808}",en,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",7.93889,2001-05-16,The greatest fairy tale never told.,Shrek,22549.0,2020-01-20T22:15:29.000Z,2001.0
PG,us,96.0,"['comedy', 'fantasy', 'family']","{'trakt': 1811, 'slug': 'evan-almighty-2007', 'imdb': 'tt0413099', 'tmdb': 2698}",en,"Junior congressman Evan Baxter, whose wish is to ""change the world"" is heard by none other than God. When God appears with the perplexing request to build an ark, Evan is sure he is losing it.",6.04055,2007-06-09,A comedy of biblical proportions,Evan Almighty,3847.0,2020-01-20T22:09:06.000Z,2007.0
PG-13,us,101.0,"['comedy', 'fantasy']","{'trakt': 261, 'slug': 'bruce-almighty-2003', 'imdb': 'tt0315327', 'tmdb': 310}",en,"Bruce Nolan toils as a 'human interest' television reporter in Buffalo, N.Y., but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God—and the Almighty responds, endowing Bruce with all of His divine powers.",7.15457,2003-05-23,In Bruce we trust,Bruce Almighty,10513.0,2020-01-20T22:08:49.000Z,2003.0
PG-13,us,118.0,"['action', 'thriller']","{'trakt': 222913, 'slug': 'jack-reacher-never-go-back-2016', 'imdb': 'tt3393786', 'tmdb': 343611}",en,"Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever.",7.14361,2016-10-21,Justice is Coming.,Jack Reacher: Never Go Back,22617.0,2020-01-20T22:06:20.000Z,2016.0
R,us,120.0,"['crime', 'thriller', 'drama']","{'trakt': 998, 'slug': 'collateral-2004', 'imdb': 'tt0369339', 'tmdb': 1538}",en,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,7.51021,2004-08-04,It started like any other night.,Collateral,6168.0,2020-01-20T22:06:10.000Z,2004.0
R,us,154.0,"['action', 'drama', 'history', 'war']","{'trakt': 492, 'slug': 'the-last-samurai-2003', 'imdb': 'tt0325710', 'tmdb': 616}",en,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",7.79407,2003-12-05,"In the face of an enemy, in the heart of one man, lies the soul of a warrior.",The Last Samurai,8294.0,2020-01-20T22:04:49.000Z,2003.0
PG,us,88.0,"['action', 'adventure', 'comedy', 'family']","{'trakt': 5277, 'slug': 'spy-kids-2001', 'imdb': 'tt0227538', 'tmdb': 10054}",en,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""",6.08378,2001-03-18,Real spies...only smaller,Spy Kids,3139.0,2020-01-19T20:53:47.000Z,2001.0
PG,us,100.0,"['action', 'adventure', 'family']","{'trakt': 4772, 'slug': 'spy-kids-2-the-island-of-lost-dreams-2002', 'imdb': 'tt0287717', 'tmdb': 9488}",en,"Exploring the further adventures of Carmen and Juni Cortez, who have now joined the family spy business as Level 2 OSS agents. Their new mission is to save the world from a mad scientist living on a volcanic island populated by an imaginative menagerie of creatures. On this bizarre island, none of the Cortez's gadgets work and they must rely on their wits--and each other--to survive and save the day.",5.92145,2002-08-07,Little Spies. Big Attitudes.,Spy Kids 2: The Island of Lost Dreams,1795.0,2020-01-19T20:53:44.000Z,2002.0
PG-13,us,99.0,"['thriller', 'science-fiction']","{'trakt': 2826, 'slug': 'the-invasion-2007', 'imdb': 'tt0427392', 'tmdb': 4858}",en,"Washington, D.C. psychologist Carol Bennell and her colleague Dr. Ben Driscoll are the only two people on Earth who are aware of an epidemic running rampant through the city. They discover an alien virus aboard a crashed space shuttle that transforms anyone who comes into contact with it into unfeeling drones while they sleep. Carol realizes her son holds the key to stopping the spread of the plague and she races to find him before it is too late.",6.24669,2007-08-17,Do not trust anyone. Do not show emotion. Do not fall asleep.,The Invasion,1358.0,2020-01-19T19:22:29.000Z,2007.0
R,us,112.0,"['horror', 'thriller']","{'trakt': 93164, 'slug': 'the-conjuring-2013', 'imdb': 'tt1457767', 'tmdb': 138843}",en,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",7.66274,2013-07-19,Based on the true case files of the Warrens,The Conjuring,13995.0,2020-01-19T01:03:35.000Z,2013.0
R,ca,91.0,"['horror', 'mystery', 'thriller']","{'trakt': 323744, 'slug': 'ghostland-2018', 'imdb': 'tt6195094', 'tmdb': 476299}",en,"A mother of two inherits a home from her aunt. On the first night in the new home she is confronted with murderous intruders and fights for her daughters’ lives. Sixteen years later the daughters reunite at the house, and that is when things get strange . . .",6.91539,2018-06-22,You really thought you’ve been scared?,Ghostland,1832.0,2020-01-18T23:23:16.000Z,2018.0
R,us,105.0,"['action', 'horror', 'thriller']","{'trakt': 1353, 'slug': 'planet-terror-2007', 'imdb': 'tt1077258', 'tmdb': 1992}",en,"Two doctors find their graveyard shift inundated with townspeople ravaged by sores. Among the wounded is Cherry, a dancer whose leg was ripped from her body. As the invalids quickly become enraged aggressors, Cherry and her ex-boyfriend Wray lead a team of accidental warriors into the night.",7.0592,2007-04-06,Humanity's last hope… rests on a high power machine gun!,Planet Terror,3885.0,2020-01-18T21:35:10.000Z,2007.0
,us,99.0,"['drama', 'horror', 'science-fiction']","{'trakt': 393691, 'slug': 'starfish-2018', 'imdb': 'tt5700182', 'tmdb': 542713}",en,"A unique, intimate and honest portrayal of a girl grieving for the loss of her best friend. That just happens to take place on the day the world ends as we know it.",5.88571,2018-09-27,A girl. A mixtape. And the end of the world.,Starfish,105.0,2020-01-16T19:57:55.000Z,2018.0
R,kr,131.0,"['comedy', 'thriller', 'drama']","{'trakt': 343180, 'slug': 'parasite-2019', 'imdb': 'tt6751668', 'tmdb': 496243}",ko,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",8.56279,2019-11-01,Act like you own the place.,Parasite,11132.0,2020-01-16T16:45:59.000Z,2019.0
PG-13,us,98.0,"['action', 'thriller']","{'trakt': 29789, 'slug': 'unstoppable-2010', 'imdb': 'tt0477080', 'tmdb': 44048}",en,"A runaway train, transporting deadly, toxic chemicals, is barreling down on Stanton, Pennsylvania,  and proves to be unstoppable until a veteran engineer and young conductor risk their lives to try and stop it with a switch engine.",7.10913,2010-11-12,"1,000,000 Tons. 100,000 Lives. 100 Minutes.",Unstoppable,4435.0,2020-01-14T20:15:00.000Z,2010.0
R,us,144.0,"['drama', 'mystery', 'thriller', 'fantasy', 'horror']","{'trakt': 1199, 'slug': 'the-devil-s-advocate-1997', 'imdb': 'tt0118971', 'tmdb': 1813}",en,A hotshot lawyer gets more than he bargained for when he learns his new boss is Lucifer himself.,7.76666,1997-10-17,Evil has its winning ways.,The Devil's Advocate,7234.0,2020-01-12T19:10:33.000Z,1997.0
